GeneID	Length	SRR12082751_P1.bam	SRR12082752_P.bam	SRR12082753_c.bam	SRR12082754_c.bam
ENSG00000262815	513	3	2	0	0
ENSG00000263051	235	0	0	0	0
ENSG00000271851	2374	50	65	37	2
ENSG00000166596	3078	2	8	2	0
ENSG00000241654	581	0	0	0	0
ENSG00000265349	212	0	0	0	0
ENSG00000154914	5068	219	299	257	100
ENSG00000262296	195	0	4	4	1
ENSG00000282882	1571	0	0	0	0
ENSG00000184544	1006	3	0	0	0
ENSG00000278944	202	0	0	0	0
ENSG00000214978	882	0	0	0	0
ENSG00000283025	2884	0	3	0	0
ENSG00000065325	6052	34	401	2	0
ENSG00000265593	559	0	0	0	0
ENSG00000109047	2921	1	18	0	0
ENSG00000007237	10100	27	36	3	3
ENSG00000280845	148	0	0	0	0
ENSG00000221486	115	0	0	0	0
ENSG00000242692	471	29	7	14	11
ENSG00000273388	523	3	1	0	0
ENSG00000006788	6349	0	0	0	0
ENSG00000264067	641	0	0	0	0
ENSG00000272736	769	0	0	0	0
ENSG00000272975	2274	0	0	0	0
ENSG00000133020	6041	0	3	0	0
ENSG00000264424	6016	0	0	0	0
ENSG00000109061	6024	0	0	0	0
ENSG00000125414	6623	0	0	0	0
ENSG00000214970	1474	0	0	0	0
ENSG00000109063	6684	27	10	81	29
ENSG00000261433	541	0	0	5	2
ENSG00000133028	10230	1859	2925	1695	463
ENSG00000263388	171	0	0	0	0
ENSG00000170222	1620	424	739	422	97
ENSG00000187824	3508	17	7	9	2
ENSG00000264176	510	4	0	4	2
ENSG00000263400	2102	0	0	0	0
ENSG00000264016	941	0	0	0	0
ENSG00000240813	476	0	0	0	0
ENSG00000266114	575	0	0	0	0
ENSG00000263429	1648	0	0	0	0
ENSG00000279542	343	0	0	0	0
ENSG00000233670	3810	0	0	0	0
ENSG00000263508	774	0	0	0	0
ENSG00000207242	106	0	0	0	0
ENSG00000244753	567	0	0	0	0
ENSG00000281891	67	0	0	0	0
ENSG00000221701	148	0	0	0	0
ENSG00000243346	293	0	0	0	0
ENSG00000188803	8527	0	0	0	0
ENSG00000253002	75	0	0	0	0
ENSG00000264727	2607	0	0	0	0
ENSG00000007174	16980	3	4	0	0
ENSG00000263623	89	0	0	0	0
ENSG00000263684	289	0	0	0	0
ENSG00000266368	463	0	0	0	0
ENSG00000154957	3012	112	257	54	28
ENSG00000241185	1000	0	7	5	1
ENSG00000065559	5714	2146	3761	1159	285
ENSG00000252707	142	2	0	4	0
ENSG00000266297	98	0	4	0	0
ENSG00000263648	339	3	7	0	1
ENSG00000265400	718	0	0	0	0
ENSG00000179136	3410	0	0	0	0
ENSG00000141052	8875	0	0	0	0
ENSG00000227274	1143	0	0	0	0
ENSG00000265489	3679	0	0	0	0
ENSG00000006740	9281	6	23	23	0
ENSG00000265503	75	0	0	0	0
ENSG00000280168	802	0	0	0	0
ENSG00000277621	390	0	0	0	0
ENSG00000263707	335	0	0	0	0
ENSG00000006744	6345	5114	5192	4573	1324
ENSG00000273098	740	0	0	0	0
ENSG00000234634	485	0	0	0	0
ENSG00000153976	2628	0	0	12	6
ENSG00000266115	75	0	0	0	0
ENSG00000221698	118	0	0	0	0
ENSG00000236088	6456	109	205	143	29
ENSG00000265494	1982	8	1	0	0
ENSG00000233852	405	0	0	0	0
ENSG00000266744	511	0	6	0	0
ENSG00000141028	564	1	0	4	0
ENSG00000006695	3172	664	1384	1025	261
ENSG00000252305	180	0	0	0	0
ENSG00000231595	1537	15	28	37	2
ENSG00000223510	779	1	2	3	0
ENSG00000262786	1885	0	0	0	1
ENSG00000125430	5367	0	14	1643	283
ENSG00000266709	1652	0	2	366	77
ENSG00000266378	2140	0	0	1	0
ENSG00000230647	804	0	0	0	0
ENSG00000230897	459	64	104	32	29
ENSG00000226130	232	0	0	0	0
ENSG00000205325	2998	0	0	0	0
ENSG00000238212	953	0	0	0	0
ENSG00000226156	458	0	0	0	0
ENSG00000232058	976	0	0	0	0
ENSG00000259944	767	0	0	0	0
ENSG00000265163	467	0	0	0	0
ENSG00000109099	2925	4271	11280	2096	624
ENSG00000265110	70	0	0	0	0
ENSG00000279660	1329	35	33	16	9
ENSG00000265445	373	0	0	0	0
ENSG00000230971	1773	0	2	0	0
ENSG00000237377	343	0	0	0	0
ENSG00000125409	2609	2	8	0	1
ENSG00000200437	107	0	0	0	0
ENSG00000279567	555	0	0	0	0
ENSG00000266667	538	0	0	0	0
ENSG00000239888	305	0	0	0	0
ENSG00000239704	3245	7	2	4	0
ENSG00000259024	3097	10	62	12	4
ENSG00000234324	553	0	1	1	3
ENSG00000175106	5435	149	319	110	27
ENSG00000223878	489	30	7	22	2
ENSG00000266538	317	3	4	5	2
ENSG00000241322	4478	5	0	8	3
ENSG00000251537	5514	0	0	1	0
ENSG00000252129	180	0	0	0	0
ENSG00000223544	233	0	0	0	0
ENSG00000221926	5640	542	685	650	301
ENSG00000266261	571	0	0	0	1
ENSG00000108452	168	0	0	0	0
ENSG00000187607	6754	242	480	252	58
ENSG00000255104	4500	0	0	0	0
ENSG00000233966	669	185	147	182	87
ENSG00000214946	5370	0	0	1	0
ENSG00000233002	1582	0	0	0	0
ENSG00000267227	613	0	0	0	0
ENSG00000233193	415	0	0	0	0
ENSG00000227255	416	0	0	0	0
ENSG00000235430	1970	0	0	0	0
ENSG00000251829	115	0	0	0	0
ENSG00000227018	1020	15	2	12	0
ENSG00000179277	958	0	4	67	37
ENSG00000265519	347	0	0	35	12
ENSG00000276855	690	1	1	16	20
ENSG00000233090	184	0	0	0	0
ENSG00000237057	951	0	0	0	0
ENSG00000227790	1368	0	0	0	0
ENSG00000170425	2551	2009	6300	5255	1243
ENSG00000214941	2559	665	1739	587	255
ENSG00000011295	5966	2779	7550	1657	432
ENSG00000275413	331	1	6	10	0
ENSG00000141027	15404	2919	4242	2404	721
ENSG00000227782	802	13	3	6	2
ENSG00000243686	341	0	0	0	0
ENSG00000233979	340	0	0	0	0
ENSG00000252383	104	0	0	0	0
ENSG00000199674	105	0	0	0	0
ENSG00000239221	320	1	1	0	0
ENSG00000108474	6162	320	325	365	98
ENSG00000221355	75	0	0	0	0
ENSG00000166582	2880	1114	917	975	336
ENSG00000170315	1621	18411	24781	14369	4847
ENSG00000265401	461	0	0	0	0
ENSG00000265095	449	17	2	5	0
ENSG00000264739	2166	0	0	0	0
ENSG00000187688	3410	96	89	7	11
ENSG00000239203	477	0	0	0	0
ENSG00000175061	3759	2396	3630	2180	921
ENSG00000277108	72	0	0	0	0
ENSG00000277370	71	0	0	0	0
ENSG00000266651	304	17	13	28	10
ENSG00000277512	73	0	0	0	0
ENSG00000181350	3695	67	115	27	14
ENSG00000141040	3566	0	0	1	1
ENSG00000266803	689	0	0	0	0
ENSG00000235554	1034	8	3	16	1
ENSG00000197566	5090	122	165	81	16
ENSG00000264765	771	0	0	0	0
ENSG00000264359	1012	0	0	0	0
ENSG00000231458	790	4	5	5	0
ENSG00000170160	15566	2	0	1	0
ENSG00000266302	8804	0	0	0	0
ENSG00000252446	110	0	0	0	0
ENSG00000276088	303	0	0	0	0
ENSG00000226478	1126	12	12	21	9
ENSG00000188933	7676	0	0	0	0
ENSG00000266129	269	0	0	0	0
ENSG00000272815	3243	0	0	0	0
ENSG00000264673	686	0	0	0	0
ENSG00000266486	507	0	0	0	0
ENSG00000264729	302	0	0	0	0
ENSG00000264892	205	0	0	0	0
ENSG00000226145	1906	0	0	0	0
ENSG00000227300	1500	0	0	0	0
ENSG00000131885	2387	0	0	0	0
ENSG00000205312	2964	0	0	3	0
ENSG00000229749	375	0	0	0	0
ENSG00000283033	3078	9	6	1	0
ENSG00000265853	232	0	0	0	0
ENSG00000128438	5250	0	2	2	0
ENSG00000240505	3550	0	1	0	0
ENSG00000230709	2201	0	0	0	0
ENSG00000230969	400	0	0	0	0
ENSG00000260328	3077	25	141	6	1
ENSG00000133030	18105	2205	1954	1515	576
ENSG00000225442	1058	4	11	6	0
ENSG00000263624	1231	9	17	22	7
ENSG00000206859	107	0	3	0	0
ENSG00000243370	336	0	3	1	1
ENSG00000278864	1754	3	10	9	3
ENSG00000179598	2560	332	280	746	123
ENSG00000264187	1693	2	0	4	3
ENSG00000154803	9786	397	331	579	129
ENSG00000266498	686	5	3	6	0
ENSG00000226359	877	9	5	2	2
ENSG00000265109	84	0	0	0	0
ENSG00000141030	2788	6189	7871	4193	1122
ENSG00000205309	1961	22	41	42	10
ENSG00000215030	636	750	703	387	155
ENSG00000227158	1024	0	0	0	1
ENSG00000230865	515	40	27	25	6
ENSG00000201741	79	0	0	0	0
ENSG00000141026	5998	531	853	591	177
ENSG00000108551	1748	521	928	293	162
ENSG00000133027	1720	1144	1377	887	466
ENSG00000265511	795	2	0	1	6
ENSG00000206730	109	0	0	0	0
ENSG00000264666	425	7	2	1	2
ENSG00000279200	1703	0	0	0	0
ENSG00000223979	564	0	0	0	0
ENSG00000273948	157	0	0	0	0
ENSG00000274836	161	0	0	0	0
ENSG00000108557	9693	956	1088	626	159
ENSG00000237328	724	4	0	0	0
ENSG00000226746	2844	5	0	14	0
ENSG00000264167	466	0	0	0	0
ENSG00000072310	8030	2062	6291	1134	449
ENSG00000274111	66	0	0	0	0
ENSG00000207839	96	0	0	0	0
ENSG00000175662	7863	923	1668	586	156
ENSG00000197815	1815	23	34	12	6
ENSG00000171962	7332	26	22	11	9
ENSG00000171953	5564	276	625	284	139
ENSG00000230273	381	0	0	0	0
ENSG00000281749	95	0	0	0	0
ENSG00000232344	853	0	0	2	0
ENSG00000280198	700	12	2	14	4
ENSG00000141034	5210	314	531	323	61
ENSG00000108591	7411	1150	1532	1427	489
ENSG00000279428	3130	0	2	2	1
ENSG00000091536	19123	30	69	5	2
ENSG00000266677	2279	0	10	4	2
ENSG00000091542	3190	4849	4211	4274	1263
ENSG00000131899	6638	193	183	198	81
ENSG00000177731	6465	13946	22961	7390	2161
ENSG00000177427	3969	529	925	280	151
ENSG00000260647	749	0	3	2	3
ENSG00000177302	6476	2760	2138	2336	613
ENSG00000228000	748	12	3	18	1
ENSG00000237382	465	4	0	9	3
ENSG00000176994	8279	517	331	555	101
ENSG00000176974	7281	1907	2773	1440	362
ENSG00000275820	73	0	0	0	0
ENSG00000214860	2156	0	0	0	0
ENSG00000264177	4955	4	0	0	0
ENSG00000267441	589	0	0	0	0
ENSG00000275206	171	0	0	0	0
ENSG00000204471	1075	0	0	0	0
ENSG00000220161	1871	0	0	0	0
ENSG00000205266	2989	1	0	0	0
ENSG00000266162	112	0	0	0	0
ENSG00000279999	621	0	0	0	0
ENSG00000186831	2145	0	0	0	0
ENSG00000214856	2373	0	0	0	0
ENSG00000229526	755	0	0	0	0
ENSG00000227919	108	0	0	0	0
ENSG00000267492	166	0	0	0	0
ENSG00000230662	2665	14	4	17	3
ENSG00000171916	4754	0	2	0	0
ENSG00000167494	340	0	0	0	0
ENSG00000273018	7703	14	14	25	9
ENSG00000233327	6442	1	6	8	1
ENSG00000213077	2281	11	32	5	4
ENSG00000227689	254	0	4	1	0
ENSG00000154874	9762	184	397	341	70
ENSG00000227077	210	8	9	19	10
ENSG00000276532	303	0	0	0	0
ENSG00000189375	3747	0	0	0	0
ENSG00000262262	352	0	0	0	0
ENSG00000174977	1348	319	644	191	72
ENSG00000249459	5884	68	86	51	21
ENSG00000264885	1833	19	21	19	6
ENSG00000240445	1928	38	45	67	6
ENSG00000224126	497	315	215	250	70
ENSG00000108448	4329	278	732	467	207
ENSG00000265693	130	0	0	0	0
ENSG00000171931	4390	7	0	5	0
ENSG00000171928	5862	1566	4860	1198	304
ENSG00000265478	985	10	5	6	1
ENSG00000250111	1300	4	24	8	0
ENSG00000141127	4734	1342	1741	712	211
ENSG00000274747	303	0	0	0	0
ENSG00000264273	463	3	7	8	0
ENSG00000235672	587	9	2	7	5
ENSG00000212618	75	0	0	0	0
ENSG00000154025	6451	9	61	2	2
ENSG00000196893	1489	0	0	0	0
ENSG00000188522	7876	2569	4183	1797	385
ENSG00000263045	187	0	0	0	0
ENSG00000154016	3107	0	33	0	0
ENSG00000279825	2673	0	6	0	0
ENSG00000265185	758	5	14	0	1
ENSG00000262074	791	25	17	6	8
ENSG00000230197	699	2	0	1	4
ENSG00000265746	1329	0	3	0	0
ENSG00000263394	757	6	4	0	0
ENSG00000228157	3097	8	90	0	0
ENSG00000262202	637	10	10	8	2
ENSG00000277947	218	0	0	0	0
ENSG00000281000	217	0	0	0	0
ENSG00000189152	2028	0	1	0	0
ENSG00000262319	2673	0	8	0	0
ENSG00000266664	191	0	0	0	0
ENSG00000197665	1452	11	90	2	1
ENSG00000262292	1486	6	11	0	0
ENSG00000266311	440	0	10	1	3
ENSG00000261987	1406	1	0	1	0
ENSG00000263934	699	73	426	26	17
ENSG00000264940	581	4	49	0	1
ENSG00000236022	699	0	4	4	3
ENSG00000263206	1341	0	0	0	0
ENSG00000072134	8517	1123	1193	367	165
ENSG00000281856	1452	15	39	0	0
ENSG00000235397	1190	0	2	1	1
ENSG00000265263	1660	0	0	0	0
ENSG00000108641	3522	445	1019	158	54
ENSG00000221540	69	2	0	0	0
ENSG00000166484	5196	471	567	261	89
ENSG00000166482	2152	6	9	1	5
ENSG00000128482	3652	3	15	2	0
ENSG00000265126	567	0	0	0	0
ENSG00000235979	4193	2	0	0	0
ENSG00000227078	520	0	0	0	0
ENSG00000189343	883	1391	2023	760	361
ENSG00000231477	543	0	0	0	0
ENSG00000142494	5719	322	391	51	16
ENSG00000228331	586	23	11	15	8
ENSG00000266079	701	2	8	0	2
ENSG00000262769	730	4	9	0	0
ENSG00000228983	1281	0	0	0	0
ENSG00000263107	160	0	0	0	0
ENSG00000266179	182	7	2	2	3
ENSG00000271900	104	0	0	0	0
ENSG00000227225	950	0	0	0	0
ENSG00000242752	72	0	0	0	0
ENSG00000228725	1252	0	0	0	0
ENSG00000276510	65	0	0	0	0
ENSG00000224254	480	0	0	0	0
ENSG00000231625	1483	0	0	0	0
ENSG00000072210	6457	2601	3743	1386	397
ENSG00000264932	563	0	0	0	0
ENSG00000275982	94	0	0	0	0
ENSG00000252349	91	0	0	0	0
ENSG00000180638	6691	12	8	6	0
ENSG00000262681	3370	2	0	0	0
ENSG00000264785	446	0	0	0	0
ENSG00000108602	3918	0	2	10	10
ENSG00000230607	964	0	0	0	0
ENSG00000083290	9843	1	10	2	0
ENSG00000231096	390	0	0	0	0
ENSG00000279251	418	0	0	0	0
ENSG00000276406	122	0	0	0	0
ENSG00000270091	698	0	13	5	0
ENSG00000108599	4848	1872	3536	1089	237
ENSG00000266126	366	2	3	7	0
ENSG00000261033	1184	0	7	2	0
ENSG00000128487	13676	647	1457	978	295
ENSG00000225681	344	0	0	0	0
ENSG00000225014	1167	0	0	0	0
ENSG00000212186	101	0	0	0	0
ENSG00000263494	195	0	0	0	0
ENSG00000252971	102	0	0	0	0
ENSG00000154898	8145	7	10	6	9
ENSG00000276577	110	0	0	0	0
ENSG00000266839	280	0	0	0	0
ENSG00000278701	303	0	0	0	0
ENSG00000214832	1472	4	1	12	2
ENSG00000189423	1943	6	0	9	5
ENSG00000237911	344	0	0	0	0
ENSG00000265556	301	0	0	0	0
ENSG00000230528	3643	0	0	1	0
ENSG00000170298	2670	0	2	0	2
ENSG00000229586	2662	19	24	26	6
ENSG00000263976	121	0	0	0	0
ENSG00000230088	522	0	0	0	0
ENSG00000214822	2351	0	0	0	0
ENSG00000266925	1519	0	0	0	0
ENSG00000231645	1553	0	0	0	0
ENSG00000205215	2625	0	0	0	0
ENSG00000266042	109	0	0	0	0
ENSG00000260907	840	0	0	0	0
ENSG00000265916	634	0	0	0	0
ENSG00000264981	356	0	0	0	0
ENSG00000235203	1080	0	0	0	0
ENSG00000267075	4582	0	0	0	0
ENSG00000230339	244	0	0	0	0
ENSG00000263946	739	0	0	0	0
ENSG00000235323	352	0	0	2	0
ENSG00000264422	353	0	0	0	0
ENSG00000214819	1048	0	0	0	0
ENSG00000231258	2038	0	0	0	0
ENSG00000188013	1075	2	1	3	4
ENSG00000232889	178	0	0	0	0
ENSG00000226096	149	0	0	0	0
ENSG00000235546	1342	3	1	0	0
ENSG00000227685	620	0	0	0	0
ENSG00000266364	226	0	0	0	0
ENSG00000236504	835	0	0	0	0
ENSG00000264874	109	0	0	0	0
ENSG00000226521	1500	2	0	0	3
ENSG00000187870	1052	0	3	2	0
ENSG00000218454	370	0	4	0	0
ENSG00000213671	1264	5	5	7	3
ENSG00000226549	1081	54	70	9	1
ENSG00000264215	1514	0	4	0	0
ENSG00000264662	379	2	0	0	0
ENSG00000226981	1044	8	28	12	3
ENSG00000205212	3436	0	0	2	0
ENSG00000266369	1372	0	0	0	0
ENSG00000233098	10225	1	4	0	0
ENSG00000252483	107	0	0	0	0
ENSG00000265790	742	15	12	24	8
ENSG00000265099	322	0	0	0	0
ENSG00000244456	246	0	0	0	0
ENSG00000264660	621	0	0	0	0
ENSG00000266009	166	0	0	0	0
ENSG00000263729	145	0	0	0	0
ENSG00000124422	6808	6373	8535	4086	1181
ENSG00000263986	504	0	0	0	0
ENSG00000236819	750	0	0	0	0
ENSG00000109016	5544	1293	2002	1251	378
ENSG00000278176	89	0	0	0	0
ENSG00000178307	3309	1761	2653	1948	602
ENSG00000235530	1519	19	13	26	5
ENSG00000263815	295	0	0	0	0
ENSG00000274180	4931	74	160	248	44
ENSG00000266563	234	16	8	8	5
ENSG00000034152	3783	3212	4245	3004	930
ENSG00000184185	5617	0	23	8	5
ENSG00000265881	607	0	0	0	0
ENSG00000265043	3703	0	11	0	0
ENSG00000264023	404	0	0	0	0
ENSG00000244582	502	20	24	34	12
ENSG00000265265	396	0	0	0	0
ENSG00000212719	8760	400	314	351	62
ENSG00000272780	2994	0	0	0	0
ENSG00000266466	965	0	1	2	0
ENSG00000266673	203	0	0	0	0
ENSG00000266050	935	0	0	0	0
ENSG00000264245	304	0	0	0	0
ENSG00000216100	88	0	0	0	0
ENSG00000263375	1387	0	0	0	0
ENSG00000260157	583	0	0	0	0
ENSG00000264617	538	0	0	0	0
ENSG00000274748	333	0	0	0	0
ENSG00000260458	2196	2	0	0	0
ENSG00000265233	169	0	0	0	0
ENSG00000265019	294	4	3	2	0
ENSG00000263563	1459	213	166	156	57
ENSG00000263725	385	0	0	0	0
ENSG00000263609	1675	0	9	0	1
ENSG00000264956	2920	23	52	0	0
ENSG00000266691	1423	0	0	0	0
ENSG00000222770	88	0	0	0	0
ENSG00000178130	693	0	0	0	0
ENSG00000264811	334	0	0	0	0
ENSG00000265567	325	0	0	0	0
ENSG00000264562	343	0	0	0	0
ENSG00000266806	229	0	0	0	0
ENSG00000276399	3801	0	0	0	0
ENSG00000266746	337	0	0	0	0
ENSG00000261020	4710	0	0	0	0
ENSG00000266885	3644	0	0	0	0
ENSG00000266529	1093	0	0	0	0
ENSG00000256618	1553	95	82	61	60
ENSG00000243655	504	0	2	0	1
ENSG00000264168	959	0	0	0	0
ENSG00000263914	1039	0	0	0	0
ENSG00000273754	64	0	0	0	0
ENSG00000240103	2247	9	5	0	2
ENSG00000241225	69	0	0	0	0
ENSG00000263483	676	0	0	0	0
ENSG00000264316	781	0	0	0	0
ENSG00000275480	248	0	0	0	0
ENSG00000264930	316	0	0	0	0
ENSG00000264262	254	0	0	0	0
ENSG00000265114	398	0	0	0	0
ENSG00000264431	1507	0	0	0	0
ENSG00000264970	1271	0	0	0	0
ENSG00000263433	397	0	0	0	0
ENSG00000264734	720	2	0	0	0
ENSG00000264172	599	0	0	0	0
ENSG00000266736	541	0	0	0	0
ENSG00000264837	823	0	0	0	0
ENSG00000265646	1347	23	17	22	17
ENSG00000265246	614	0	0	0	0
ENSG00000277627	101	0	0	0	0
ENSG00000239223	371	28	13	21	20
ENSG00000213664	431	0	0	0	0
ENSG00000265453	322	0	0	0	0
ENSG00000263583	87	0	3	0	0
ENSG00000109046	8602	3213	5807	2079	587
ENSG00000266313	454	0	0	0	0
ENSG00000265683	727	46	35	26	4
ENSG00000266356	154	6	0	0	1
ENSG00000266433	4659	0	0	0	0
ENSG00000141068	11750	235	282	84	31
ENSG00000265801	430	0	0	0	0
ENSG00000263368	838	2	2	0	1
ENSG00000266853	664	0	0	0	0
ENSG00000266728	730	0	0	0	0
ENSG00000266872	656	0	0	0	0
ENSG00000168961	5714	3	6	0	1
ENSG00000264216	1647	0	0	0	0
ENSG00000265788	2110	0	0	0	0
ENSG00000265041	942	0	0	0	0
ENSG00000266771	104	0	0	0	0
ENSG00000264240	283	0	0	0	0
ENSG00000264689	262	0	0	0	0
ENSG00000263604	199	0	0	0	0
ENSG00000265833	73	0	0	0	0
ENSG00000266416	28	0	0	0	0
ENSG00000266786	764	0	0	0	0
ENSG00000007171	4176	0	14	0	0
ENSG00000266202	582	0	0	0	0
ENSG00000266527	2266	0	0	0	0
ENSG00000232859	5380	10	147	10	3
ENSG00000260019	1340	0	0	0	0
ENSG00000251818	138	0	0	0	0
ENSG00000266190	291	0	0	0	0
ENSG00000202389	135	0	0	0	0
ENSG00000087095	5290	189	303	245	84
ENSG00000252283	102	0	0	0	0
ENSG00000240873	168	0	0	0	0
ENSG00000267644	721	0	0	0	0
ENSG00000237575	1076	0	0	1	3
ENSG00000267259	2692	0	0	0	0
ENSG00000266830	1553	0	0	0	0
ENSG00000265060	846	0	0	0	0
ENSG00000263788	295	0	0	0	0
ENSG00000264486	776	0	0	0	0
ENSG00000260777	2736	0	0	0	0
ENSG00000266306	1441	0	0	0	0
ENSG00000264029	244	0	0	0	0
ENSG00000265480	2086	3	2	0	0
ENSG00000207844	91	0	0	0	0
ENSG00000109084	3034	2245	2951	2229	457
ENSG00000109083	3227	467	729	418	176
ENSG00000109079	3889	2564	4159	2424	745
ENSG00000004142	2121	5614	6311	5979	1740
ENSG00000244045	4620	540	600	468	106
ENSG00000258924	1050	0	7	2	2
ENSG00000264302	81	0	0	0	0
ENSG00000265618	1121	0	0	0	0
ENSG00000274529	666	3	0	0	0
ENSG00000273171	851	0	0	0	0
ENSG00000004139	11137	10	37	17	5
ENSG00000109072	2427	13	14	10	0
ENSG00000277450	307	2	0	2	2
ENSG00000279532	629	0	1	6	2
ENSG00000076351	7838	279	607	236	57
ENSG00000265254	493	2	3	0	1
ENSG00000265541	357	0	0	0	0
ENSG00000263870	510	0	0	0	0
ENSG00000258472	3218	10	16	29	6
ENSG00000263266	585	1159	1251	1288	502
ENSG00000007216	3226	0	0	0	0
ENSG00000109101	3637	0	10	0	0
ENSG00000109103	5128	817	1390	561	200
ENSG00000087111	5990	2307	7189	1666	656
ENSG00000109107	2928	1592	3805	387	231
ENSG00000265168	298	0	0	0	0
ENSG00000076382	5472	7420	6654	4232	975
ENSG00000227543	3835	103	147	72	33
ENSG00000264608	458	11	2	13	4
ENSG00000265287	1083	0	0	0	0
ENSG00000167524	4663	43	12	34	11
ENSG00000007202	9235	10039	14953	9334	2025
ENSG00000264044	1515	1	1	0	0
ENSG00000132581	3332	1800	4311	1604	682
ENSG00000240494	427	0	0	0	0
ENSG00000109111	10620	3289	3212	2262	490
ENSG00000265205	499	14	40	35	13
ENSG00000167525	4829	4	18	9	3
ENSG00000109113	3328	6381	9232	4941	2060
ENSG00000198242	2824	14911	26927	12989	5680
ENSG00000238423	67	2	0	3	1
ENSG00000264577	899	64	38	110	24
ENSG00000238578	72	0	0	0	0
ENSG00000238649	64	0	0	0	0
ENSG00000238597	72	0	0	0	0
ENSG00000160606	1311	725	1193	817	161
ENSG00000160602	4420	106	395	132	33
ENSG00000267729	197	1	1	0	0
ENSG00000265073	754	0	0	0	0
ENSG00000076604	4596	596	1017	647	173
ENSG00000265474	521	0	0	0	0
ENSG00000265840	287	0	0	0	0
ENSG00000173065	5514	443	1185	457	114
ENSG00000243053	379	0	0	2	0
ENSG00000238516	101	0	0	0	0
ENSG00000264138	417	0	0	0	0
ENSG00000132591	2318	3527	4655	2993	961
ENSG00000264066	895	0	0	0	0
ENSG00000273915	72	0	0	0	0
ENSG00000277441	111	0	0	0	0
ENSG00000278521	76	0	0	0	0
ENSG00000132589	3336	4780	10269	2608	1167
ENSG00000264304	562	8	6	4	4
ENSG00000266642	1264	3	2	2	2
ENSG00000167536	2944	210	260	244	123
ENSG00000109118	12227	513	796	323	86
ENSG00000265845	996	2	0	0	0
ENSG00000265908	599	0	0	1	0
ENSG00000179761	4059	12	67	6	5
ENSG00000063015	5115	12	28	13	5
ENSG00000263613	517	0	0	0	0
ENSG00000238007	556	0	0	0	0
ENSG00000263781	316	5	8	10	6
ENSG00000276995	471	5	4	3	1
ENSG00000196535	10752	1300	2064	570	187
ENSG00000221995	5337	9	25	20	4
ENSG00000263709	323	0	0	0	0
ENSG00000264050	715	0	0	0	0
ENSG00000178082	1049	263	333	149	16
ENSG00000108255	794	0	0	0	0
ENSG00000108256	10850	2309	2758	2010	335
ENSG00000277347	75	0	0	0	0
ENSG00000239256	341	0	0	0	0
ENSG00000266111	419	0	6	3	3
ENSG00000264808	762	2	5	6	3
ENSG00000222363	124	0	0	0	0
ENSG00000160551	16980	807	1323	1073	325
ENSG00000263719	69	0	0	0	0
ENSG00000253064	106	0	1	0	0
ENSG00000202205	101	0	0	0	0
ENSG00000168792	3592	476	744	419	106
ENSG00000264031	187	0	0	0	0
ENSG00000167543	4570	1555	2106	1040	691
ENSG00000264290	465	15	15	10	7
ENSG00000108262	5635	1657	513	2063	875
ENSG00000198720	3971	33	29	187	81
ENSG00000264647	278	2	7	3	0
ENSG00000167549	4321	36	146	20	11
ENSG00000264007	638	0	6	0	0
ENSG00000141298	12608	593	807	454	167
ENSG00000263370	270	2	0	2	0
ENSG00000222858	92	0	0	0	0
ENSG00000265625	1052	0	0	3	2
ENSG00000240531	407	8	3	1	5
ENSG00000263657	576	4	2	6	1
ENSG00000265713	955	22	19	10	2
ENSG00000252657	126	0	2	2	0
ENSG00000240074	574	0	0	3	2
ENSG00000263477	893	2	0	0	0
ENSG00000239129	104	0	1	1	1
ENSG00000176927	6928	27	63	64	6
ENSG00000264435	514	1	0	0	0
ENSG00000264715	86	0	0	0	0
ENSG00000207011	96	0	0	0	0
ENSG00000267482	94	0	0	0	0
ENSG00000265289	591	0	0	4	0
ENSG00000266876	1000	1	1	3	2
ENSG00000265394	385	2	0	0	1
ENSG00000126653	4806	1065	1424	1078	364
ENSG00000266919	94	0	0	0	0
ENSG00000199071	94	0	0	0	0
ENSG00000265739	546	12	5	4	0
ENSG00000266987	360	1	2	0	0
ENSG00000108576	6983	10	0	3	0
ENSG00000264125	697	0	0	0	0
ENSG00000266120	224	2	2	0	0
ENSG00000252112	64	0	0	0	0
ENSG00000108578	5127	1701	2712	2347	546
ENSG00000222679	107	0	0	1	0
ENSG00000182271	1228	0	0	0	0
ENSG00000207132	102	0	0	0	0
ENSG00000201255	104	0	0	0	0
ENSG00000108582	12532	4287	21259	8543	760
ENSG00000108587	10160	1463	2373	1282	319
ENSG00000264958	1229	0	0	4	1
ENSG00000263860	280	0	0	0	0
ENSG00000279431	610	0	0	0	0
ENSG00000264242	627	0	0	2	1
ENSG00000266733	3842	0	0	0	0
ENSG00000266775	771	0	0	0	0
ENSG00000259928	1520	0	0	0	0
ENSG00000231870	1262	0	0	0	0
ENSG00000231421	1787	0	0	0	0
ENSG00000214719	6036	70	132	54	25
ENSG00000248121	570	2	5	12	1
ENSG00000273609	111	0	0	0	0
ENSG00000264943	1082	4	3	4	2
ENSG00000250462	5202	126	214	160	54
ENSG00000241631	272	0	0	0	0
ENSG00000281673	81	0	0	0	0
ENSG00000264538	3776	136	87	190	68
ENSG00000279337	200	0	0	0	0
ENSG00000265443	460	1	0	2	0
ENSG00000263603	894	3	0	0	2
ENSG00000280069	2094	34	17	34	5
ENSG00000176390	4472	2131	2576	1499	225
